customer_id,qtt_order,total_spent,last_order
28239,33,85995.74,2022-01-05 10:00:00
28240,60,245992.14,2022-04-29 06:00:00
28241,62,26210.16,2022-02-24 14:00:00
28242,16,450569.59,2022-08-28 12:00:00
28243,22,37704.8,2022-07-28 03:00:00
28244,53,13921.63,2022-03-27 09:00:00
28245,24,53771.81,2022-03-08 00:00:00
28246,143,759189.57,2022-10-29 16:00:00
28247,153,23473.21,2022-08-01 07:00:00
28248,37,92471.86,2022-08-28 07:00:00
28249,6,94732.06,2022-03-27 22:00:00
28250,16,391686.94,2022-06-08 04:00:00
28251,221,28791.0,2022-01-06 17:00:00
28252,133,608974.8,2022-05-22 03:00:00
28253,116,74578.04,2022-02-03 21:00:00
28254,149,202310.29,2022-04-06 05:00:00
28255,167,70404.05,2022-04-07 15:00:00
28256,104,5241.3,2022-05-09 16:00:00
28257,26,438705.43,2022-08-02 01:00:00
28258,117,27536.55,2022-04-15 20:00:00
28259,26,80566.95,2022-02-14 17:00:00
28260,13,124689.96,2022-09-25 15:00:00
28261,1,12430.04,2022-07-26 18:00:00
28262,8,4511.09,2022-08-06 14:00:00
28263,5,744868.6,2022-08-25 21:00:00
28264,36,238601.35,2022-03-30 10:00:00
28265,68,153304.73,2022-02-14 14:00:00
28266,1144,445807.53,2022-08-22 20:00:00
28267,300,188988.83,2022-05-27 08:00:00
28268,138,486230.93,2022-03-16 10:00:00
28269,37,47469.59,2022-12-01 11:00:00
28270,123,73803.4,2022-03-29 12:00:00
28271,53,233341.69,2022-03-22 02:00:00
28272,228,292155.26,2022-10-15 23:00:00
28273,32,118749.73,2022-03-08 10:00:00
28274,145,100896.26,2022-10-03 03:00:00
28275,297,383865.1,2022-04-14 12:00:00
28276,233,66511.24,2022-04-15 23:00:00
28277,128,198876.66,2022-02-14 09:00:00
28278,36,138647.69,2022-08-18 09:00:00
28279,132,212340.61,2022-08-07 10:00:00
28280,75,39206.24,2022-04-24 15:00:00
28281,7,13332.57,2022-09-24 00:00:00
28282,6,233032.23,2022-06-27 05:00:00
28283,28,188770.34,2022-10-22 19:00:00
28284,67,127510.51,2022-06-04 18:00:00
28285,34,65905.2,2022-03-09 18:00:00
28286,19,132577.9,2022-04-10 15:00:00
28287,55,106190.99,2022-02-27 06:00:00
28288,58,105647.35,2022-05-20 09:00:00
28289,44,54414.59,2022-10-25 03:00:00
28290,30,34345.02,2022-05-10 10:00:00
28291,122,88528.13,2022-07-23 08:00:00
28292,90,209365.71,2022-09-07 13:00:00
28293,88,340949.83,2022-04-17 12:00:00
28294,60,514164.6,2022-09-19 00:00:00
28295,37,10180.7,2022-02-18 23:00:00
28296,14,97047.25,2022-05-06 17:00:00
28297,168,387400.2,2022-03-12 00:00:00
28298,99,282617.88,2022-06-28 17:00:00
28299,42,17868.12,2022-07-18 13:00:00
28300,39,54479.13,2022-01-28 09:00:00
28301,25,134152.5,2022-01-14 21:00:00
28302,132,40227.46,2022-03-19 04:00:00
28303,4,13337.04,2022-08-10 08:00:00
28304,70,250447.88,2022-07-25 12:00:00
28305,297,149103.89,2022-03-09 00:00:00
28306,98,210379.31,2022-03-20 15:00:00
28307,165,1054515.09,2022-03-04 11:00:00
28308,47,155812.73,2022-08-13 15:00:00
28309,528,132235.29,2022-11-04 05:00:00
28310,7,52275.25,2022-04-15 03:00:00
28311,70,234892.75,2022-03-20 11:00:00
28312,77,623180.59,2022-11-03 02:00:00
28313,96,162280.72,2022-04-14 22:00:00
28314,8,307581.1,2022-05-12 10:00:00
28315,49,492135.45,2022-11-02 19:00:00
28316,113,202126.15,2022-04-06 02:00:00
28317,4,118866.26,2022-05-16 00:00:00
28318,148,181133.9,2022-01-24 13:00:00
28319,59,74066.1,2022-05-22 13:00:00
28320,153,34478.8,2022-10-08 10:00:00
28321,10,358261.16,2022-01-07 18:00:00
28322,60,9337.47,2022-03-08 07:00:00
28323,355,288422.68,2022-09-18 07:00:00
28324,51,543523.53,2022-09-29 03:00:00
28325,155,263478.24,2022-03-20 15:00:00
28326,119,812363.56,2022-02-15 00:00:00
28327,44,207766.73,2022-03-21 01:00:00
28328,43,294138.77,2022-06-28 06:00:00
28329,33,561491.96,2022-09-26 12:00:00
28330,88,150551.85,2022-03-07 07:00:00
28331,129,245110.64,2022-03-16 05:00:00
28332,114,1449890.76,2022-05-18 18:00:00
28333,10,316380.35,2022-02-22 20:00:00
28334,10,172542.13,2022-08-14 04:00:00
28335,110,583094.7,2022-09-27 12:00:00
28336,47,82092.9,2022-06-01 13:00:00
28337,112,1769467.63,2022-10-19 13:00:00
28338,17,17336.58,2022-06-24 11:00:00
28339,276,1396022.36,2022-07-05 11:00:00
28340,33,113765.3,2022-04-19 18:00:00
28341,49,42448.99,2022-10-06 13:00:00
28342,29,39954.9,2022-01-03 16:00:00
28343,25,65613.88,2022-05-25 00:00:00
28344,66,33453.63,2022-03-22 15:00:00
28345,44,392810.87,2022-10-20 07:00:00
28346,62,211384.18,2022-04-17 08:00:00
28347,95,836628.94,2022-01-30 12:00:00
28348,3,18755.29,2022-04-17 09:00:00
28349,4,62323.81,2022-04-03 16:00:00
28350,20,141384.08,2022-07-25 23:00:00
28351,40,150062.34,2022-06-26 03:00:00
28352,397,1079938.26,2022-06-18 22:00:00
28353,155,895331.89,2022-08-29 03:00:00
28354,29,151969.0,2022-03-30 21:00:00
28355,7,126398.26,2022-05-12 00:00:00
28356,168,1266105.25,2022-05-24 06:00:00
28357,31,165952.12,2022-03-03 16:00:00
28358,17,58913.42,2022-06-13 04:00:00
28359,71,123402.23,2022-03-22 20:00:00
28360,56,92771.54,2022-08-09 06:00:00
28361,11,95133.34,2022-07-15 17:00:00
28362,14,337204.31,2022-05-19 03:00:00
28363,9,53649.27,2022-06-15 05:00:00
28364,5,62587.23,2022-06-07 14:00:00
28365,454,243621.19,2022-08-05 18:00:00
28366,59,179440.01,2022-02-11 05:00:00
28367,7,745956.73,2022-07-22 14:00:00
28368,6,69293.06,2022-11-02 08:00:00
28369,56,208984.19,2022-02-03 21:00:00
28370,11,16282.34,2022-09-28 08:00:00
28371,34,117787.49,2022-04-15 19:00:00
28372,336,113632.35,2022-10-24 17:00:00
28373,242,6070.63,2022-07-22 23:00:00
28374,96,72412.42,2022-07-03 16:00:00
28375,65,9640.45,2022-05-10 07:00:00
28376,85,236439.6,2022-05-24 18:00:00
28377,174,325993.7,2022-06-01 15:00:00
28378,116,57012.59,2022-02-19 19:00:00
28379,347,668838.32,2022-09-26 13:00:00
28380,131,70843.83,2022-01-18 18:00:00
28381,90,305979.96,2022-04-02 18:00:00
28382,11,43957.2,2022-05-29 21:00:00
28383,14,31811.89,2022-01-21 19:00:00
28384,21,125575.84,2022-07-28 03:00:00
28385,311,146474.22,2022-03-17 11:00:00
28386,146,77976.42,2022-08-21 06:00:00
28387,246,447208.86,2022-06-05 03:00:00
28388,64,1006820.45,2022-05-21 16:00:00
28389,35,290047.94,2022-03-23 14:00:00
28390,83,390806.3,2022-07-30 13:00:00
28391,91,113893.68,2022-08-16 01:00:00
28392,18,299018.27,2022-02-05 07:00:00
28393,174,278845.31,2022-04-17 15:00:00
28394,81,80496.52,2022-06-16 03:00:00
28395,224,332125.38,2022-09-10 18:00:00
28396,7,54132.19,2022-04-13 03:00:00
28397,52,41995.04,2022-06-27 05:00:00
28398,38,26180.47,2022-05-27 22:00:00
28399,103,225200.94,2022-02-16 02:00:00
28400,125,28306.82,2022-02-20 07:00:00
28401,138,349523.37,2022-02-02 02:00:00
28402,15,107012.29,2022-02-06 11:00:00
28403,13,47425.14,2022-02-15 03:00:00
28404,22,647336.44,2022-01-29 11:00:00
28405,78,143386.62,2022-02-27 18:00:00
28406,30,869620.33,2021-12-29 01:00:00
28407,9,159626.67,2022-05-16 15:00:00
28408,34,83500.97,2022-09-03 23:00:00
28409,53,16008.43,2022-03-12 20:00:00
28410,127,254474.62,2022-04-23 01:00:00
28411,108,1075652.41,2022-05-14 04:00:00
28412,23,398466.22,2022-10-20 14:00:00
28413,6,244353.73,2022-01-09 19:00:00
28414,14,20640.2,2022-03-23 10:00:00
28415,23,121325.9,2022-10-27 02:00:00
28416,112,271262.33,2022-03-22 07:00:00
28417,115,55765.83,2022-05-24 05:00:00
28418,95,449077.32,2022-04-03 07:00:00
28419,14,168487.29,2022-09-04 09:00:00
28420,30,496429.79,2022-08-22 00:00:00
28421,4,455287.37,2022-08-02 14:00:00
28422,94,44764.44,2022-02-17 01:00:00
28423,80,110503.3,2022-04-13 03:00:00
28424,25,241615.29,2022-01-08 01:00:00
28425,12,47295.69,2022-02-26 10:00:00
28426,80,1235248.37,2022-10-31 00:00:00
28427,58,540476.69,2022-01-27 00:00:00
28428,41,975739.01,2022-08-23 19:00:00
28429,24,63657.94,2022-02-21 17:00:00
28430,136,199776.96,2022-04-24 18:00:00
28431,99,1387245.48,2022-08-01 11:00:00
28432,79,85006.45,2022-09-24 17:00:00
28433,32,24926.58,2022-05-01 08:00:00
28434,13,616505.02,2022-07-05 04:00:00
28435,1022,1931098.28,2022-08-08 13:00:00
28436,69,173983.27,2022-02-27 11:00:00
28437,49,127507.99,2021-12-18 15:00:00
28438,141,722782.84,2022-03-18 17:00:00
28439,10,296374.82,2022-12-17 02:00:00
28440,156,99012.85,2022-02-27 07:00:00
28441,76,1392242.97,2022-10-16 22:00:00
28442,55,32048.02,2022-08-31 18:00:00
28443,19,109041.25,2022-04-11 16:00:00
28444,23,394828.73,2022-07-17 06:00:00
28445,196,201287.16,2022-07-31 14:00:00
28446,191,727141.54,2022-04-11 12:00:00
28447,149,98965.56,2022-10-05 12:00:00
28448,48,15935.06,2022-09-19 22:00:00
28449,7,234485.52,2022-09-12 04:00:00
28450,15,62518.85,2022-05-11 19:00:00
28451,55,219821.22,2022-04-10 21:00:00
28452,135,6129.15,2022-11-10 17:00:00
28453,109,14141.15,2022-03-09 21:00:00
28454,47,252701.07,2022-06-27 12:00:00
28455,482,79830.1,2022-08-08 09:00:00
28456,74,81752.94,2022-08-25 11:00:00
28457,11,896229.73,2022-07-25 09:00:00
28458,64,121758.01,2022-06-25 17:00:00
28459,6,91120.86,2022-05-25 19:00:00
28460,3,65580.19,2022-06-12 04:00:00
28461,22,104645.34,2022-02-25 11:00:00
28462,68,289699.19,2022-07-06 18:00:00
28463,239,1256551.13,2022-07-25 18:00:00
28464,44,584479.25,2022-11-16 23:00:00
28465,27,69718.08,2022-07-08 21:00:00
28466,154,120837.16,2022-11-20 02:00:00
28467,17,154025.61,2022-09-21 11:00:00
28468,9,13823.46,2022-05-17 11:00:00
28469,29,348127.54,2022-12-01 05:00:00
28470,181,185916.89,2022-08-12 10:00:00
28471,162,358231.87,2022-02-17 11:00:00
28472,48,276727.48,2022-11-13 01:00:00
28473,31,381580.38,2022-08-02 00:00:00
28474,117,43146.76,2022-10-30 01:00:00
28475,9,70129.47,2022-09-02 19:00:00
28476,97,425326.24,2022-05-20 03:00:00
28477,27,287771.12,2022-03-15 10:00:00
28478,138,444998.2,2022-04-24 20:00:00
28479,139,1076307.65,2022-10-21 17:00:00
28480,58,148982.26,2022-11-10 07:00:00
28481,41,17938.12,2022-02-06 17:00:00
28482,491,185774.33,2022-07-03 21:00:00
28483,83,258448.19,2022-02-13 23:00:00
28484,246,795284.1,2022-06-19 06:00:00
28485,192,356304.49,2022-08-21 02:00:00
28486,231,5515.54,2022-09-01 17:00:00
28487,233,128481.3,2022-06-13 21:00:00
28488,103,114100.55,2022-05-17 12:00:00
28489,199,486867.4,2022-05-27 06:00:00
28490,64,30032.84,2022-05-31 07:00:00
28491,94,278561.12,2022-03-04 12:00:00
28492,90,41998.19,2022-02-07 01:00:00
28493,216,136201.91,2022-03-04 05:00:00
28494,20,95144.03,2022-01-01 09:00:00
28495,228,272610.11,2022-02-05 11:00:00
28496,87,62852.11,2022-05-01 05:00:00
28497,166,63022.65,2022-01-28 13:00:00
28498,317,123649.32,2022-10-02 06:00:00
28499,93,387605.59,2022-05-12 15:00:00
28500,25,41280.06,2022-09-08 22:00:00
28501,156,90684.78,2022-11-16 11:00:00
28502,18,34157.5,2022-03-02 01:00:00
28503,115,11374.64,2022-02-12 13:00:00
28504,4,234295.18,2022-09-30 18:00:00
28505,39,9275.09,2022-10-18 13:00:00
28506,156,159985.44,2022-01-18 03:00:00
28507,229,291866.81,2022-02-07 03:00:00
28508,16,27221.67,2022-06-13 09:00:00
28509,26,30992.72,2022-04-16 04:00:00
28510,457,80216.58,2022-03-26 17:00:00
28511,815,309545.11,2022-06-07 02:00:00
28512,25,51034.73,2022-02-25 17:00:00
28513,279,46555.65,2022-03-08 19:00:00
28514,37,95330.22,2022-03-25 07:00:00
28515,25,162035.63,2022-10-10 05:00:00
28516,75,395950.04,2022-05-16 17:00:00
28517,47,80378.24,2022-10-31 18:00:00
28518,99,174262.85,2022-09-27 19:00:00
28519,462,640516.12,2022-07-14 13:00:00
28520,700,70644.25,2022-02-01 10:00:00
28521,545,111237.29,2022-08-26 10:00:00
28522,36,150515.01,2022-09-15 17:00:00
28523,36,195458.91,2022-01-31 07:00:00
28524,355,89970.29,2022-08-28 08:00:00
28525,115,229958.89,2022-06-16 19:00:00
28526,18,382240.32,2022-09-07 17:00:00
28527,21,298506.93,2022-01-16 02:00:00
28528,82,75188.71,2022-10-20 04:00:00
28529,117,211228.76,2022-03-09 13:00:00
28530,52,869286.72,2022-05-07 10:00:00
28531,183,296038.37,2022-09-01 21:00:00
28532,201,72746.32,2022-09-06 23:00:00
28533,49,195446.58,2022-05-10 17:00:00
28534,62,12631.72,2022-09-17 23:00:00
28535,115,192387.46,2022-04-13 04:00:00
28536,92,313795.75,2022-09-14 12:00:00
28537,49,156764.54,2022-03-05 02:00:00
28538,44,103589.94,2022-02-07 13:00:00
28539,78,124651.37,2022-05-05 11:00:00
28540,53,203301.95,2022-06-19 23:00:00
28541,0,46422.35,2022-02-05 03:00:00
28542,449,103163.19,2022-06-09 21:00:00
28543,83,479876.25,2022-04-16 23:00:00
28544,26,80862.03,2022-09-10 13:00:00
28545,18,348678.62,2022-08-14 03:00:00
28546,100,142249.43,2022-09-08 23:00:00
28547,36,315917.29,2022-10-12 16:00:00
28548,50,411114.11,2022-09-16 13:00:00
28549,561,1081015.81,2022-09-05 09:00:00
28550,2,63828.0,2022-05-16 20:00:00
28551,77,548611.02,2022-09-05 07:00:00
28552,395,281620.02,2022-10-15 21:00:00
28553,23,337104.53,2022-06-01 09:00:00
28554,17,91255.2,2022-07-14 20:00:00
28555,111,939852.8,2022-07-13 16:00:00
28556,7,32457.36,2022-08-03 00:00:00
28557,101,141313.3,2022-02-17 04:00:00
28558,31,192672.73,2022-07-30 15:00:00
28559,27,100517.9,2022-03-30 18:00:00
28560,16,105209.86,2022-11-21 20:00:00
28561,177,167205.54,2022-09-28 22:00:00
28562,249,1293547.37,2022-08-17 00:00:00
28563,358,278414.03,2022-08-16 08:00:00
28564,269,716654.11,2022-09-18 15:00:00
28565,330,251554.62,2022-06-01 03:00:00
28566,20,114744.36,2022-09-16 20:00:00
28567,307,82983.22,2022-03-25 20:00:00
28568,207,9269.98,2022-04-07 13:00:00
28569,13,197861.29,2022-02-09 09:00:00
28570,420,385932.92,2022-04-02 12:00:00
28571,529,608519.89,2022-09-14 00:00:00
28572,50,49481.48,2022-05-15 08:00:00
28573,66,108354.67,2022-04-02 20:00:00
28574,110,262946.83,2022-03-01 01:00:00
28575,105,243515.71,2022-03-26 10:00:00
28576,12,42142.98,2022-01-09 16:00:00
28577,200,147073.92,2022-03-06 05:00:00
28578,34,65258.92,2022-02-21 05:00:00
28579,40,241093.17,2022-06-12 19:00:00
28580,11,484901.38,2022-08-16 04:00:00
28581,36,70185.2,2022-03-07 05:00:00
28582,7,358328.85,2021-12-24 17:00:00
28583,114,235842.66,2022-05-19 17:00:00
28584,36,9596.27,2022-03-31 22:00:00
28585,18,356759.23,2022-03-12 16:00:00
28586,10,76529.9,2022-07-21 00:00:00
28587,334,272969.26,2022-02-20 06:00:00
28588,52,230038.67,2022-07-26 20:00:00
28589,127,205376.31,2022-07-23 01:00:00
28590,56,20190.51,2022-10-11 14:00:00
28591,79,1647050.06,2022-08-20 00:00:00
28592,70,97521.04,2022-07-12 02:00:00
28593,97,264997.56,2022-09-28 03:00:00
28594,265,233327.11,2022-11-03 16:00:00
28595,17,106770.09,2022-03-30 14:00:00
28596,266,42311.66,2022-02-12 03:00:00
28597,25,162302.96,2022-06-01 20:00:00
28598,7,81135.59,2022-06-17 20:00:00
28599,66,88765.47,2022-03-17 19:00:00
28600,306,360169.92,2022-09-09 11:00:00
28601,65,785873.73,2022-02-28 00:00:00
28602,42,169715.89,2022-01-21 18:00:00
28603,8,4824.47,2022-06-03 15:00:00
28604,14,111014.91,2022-10-13 06:00:00
28605,80,343306.19,2022-07-13 00:00:00
28606,0,13792.14,2021-12-31 04:00:00
28607,189,239894.94,2022-03-20 15:00:00
28608,317,241941.93,2022-08-28 12:00:00
28609,7,37426.7,2022-03-27 02:00:00
28610,96,171377.78,2022-04-22 07:00:00
28611,8,13744.82,2022-08-08 10:00:00
28612,15,447658.8,2022-03-04 07:00:00
28613,603,415170.32,2022-09-10 07:00:00
28614,70,387677.05,2022-08-03 05:00:00
28615,233,306680.45,2022-05-18 07:00:00
28616,39,75588.74,2022-03-13 19:00:00
28617,43,205658.63,2022-08-11 10:00:00
28618,232,146133.62,2022-03-31 12:00:00
28619,62,420628.53,2022-04-20 09:00:00
28620,18,43758.59,2022-02-17 07:00:00
28621,66,94020.13,2022-10-08 08:00:00
28622,114,487917.22,2022-07-14 14:00:00
28623,342,303372.15,2022-09-25 22:00:00
28624,38,140818.02,2022-09-10 21:00:00
28625,11,371273.16,2022-04-20 21:00:00
28626,39,82276.99,2022-04-18 11:00:00
28627,43,109955.39,2022-08-26 20:00:00
28628,31,168735.69,2022-06-14 19:00:00
28629,5,67874.42,2022-09-05 03:00:00
28630,79,132316.94,2022-07-19 20:00:00
28631,17,109434.34,2022-06-20 23:00:00
28632,103,38770.79,2022-01-29 13:00:00
28633,12,11080.94,2022-09-17 17:00:00
28634,14,207108.17,2022-03-27 07:00:00
28635,38,30441.42,2022-02-27 19:00:00
28636,500,325666.49,2022-04-01 10:00:00
28637,81,130830.32,2022-04-29 19:00:00
28638,103,242907.67,2022-11-11 22:00:00
28639,40,67924.08,2022-10-28 08:00:00
28640,9,108842.75,2022-03-03 11:00:00
28641,36,160739.4,2022-05-28 14:00:00
28642,100,11268.44,2022-05-03 12:00:00
28643,12,9219.73,2022-10-04 00:00:00
28644,14,14667.28,2022-03-10 07:00:00
28645,12,199672.5,2022-05-30 07:00:00
28646,74,16207.33,2022-05-29 21:00:00
28647,50,46300.98,2022-02-12 23:00:00
28648,59,143950.53,2022-03-05 06:00:00
28649,104,110517.45,2022-10-13 09:00:00
28650,27,61666.17,2022-09-13 18:00:00
28651,10,97034.69,2022-04-09 11:00:00
28652,65,301977.29,2022-08-13 15:00:00
28653,68,290726.37,2022-09-08 05:00:00
28654,4,24156.31,2022-04-07 17:00:00
28655,32,598483.01,2022-01-27 08:00:00
28656,147,164434.53,2022-06-28 03:00:00
28657,207,1554235.44,2022-09-08 21:00:00
28658,10,153447.06,2022-09-24 23:00:00
28659,49,183028.88,2022-08-19 22:00:00
28660,266,5318.61,2022-07-27 10:00:00
28661,13,56560.96,2022-03-15 00:00:00
28662,163,413625.5,2022-08-07 23:00:00
28663,70,184047.31,2022-08-27 10:00:00
28664,20,8796.79,2022-03-07 14:00:00
28665,150,639437.33,2022-09-25 12:00:00
28666,79,54873.63,2022-04-05 21:00:00
28667,28,120031.78,2022-08-04 23:00:00
28668,208,135795.48,2022-06-03 20:00:00
28669,297,121148.57,2022-04-11 07:00:00
28670,40,130433.98,2022-02-04 03:00:00
28671,17,477636.4,2022-02-03 10:00:00
28672,11,541310.33,2022-04-24 18:00:00
28673,61,82724.26,2022-09-07 12:00:00
28674,157,258403.22,2022-07-18 03:00:00
28675,73,11352.22,2022-03-11 21:00:00
28676,54,219509.65,2022-06-24 04:00:00
28677,24,1038432.49,2022-09-28 09:00:00
28678,48,71188.81,2022-05-13 18:00:00
28679,71,647786.41,2022-03-16 22:00:00
28680,126,262666.25,2022-04-26 07:00:00
28681,55,16852.5,2022-03-11 23:00:00
28682,813,1059003.89,2022-09-12 17:00:00
28683,581,322731.78,2022-06-07 02:00:00
28684,160,631992.88,2022-10-19 12:00:00
28685,45,98922.9,2022-09-28 09:00:00
28686,184,55088.7,2022-08-18 09:00:00
28687,94,192095.97,2022-05-08 19:00:00
28688,7,2740.0,2022-04-07 14:00:00
28689,131,376860.26,2022-07-09 18:00:00
28690,64,595023.85,2022-04-12 04:00:00
28691,224,130424.43,2022-09-13 01:00:00
28692,55,109326.2,2022-05-01 03:00:00
28693,26,280454.73,2022-09-25 12:00:00
28694,361,662127.33,2022-07-31 05:00:00
28695,64,100921.73,2022-08-10 06:00:00
28696,8,9397.83,2022-02-18 18:00:00
28697,182,240914.54,2022-09-05 20:00:00
28698,129,31802.87,2022-09-13 01:00:00
28699,9,118477.49,2022-03-09 20:00:00
28700,8,488128.37,2022-04-26 02:00:00
28701,39,137587.2,2022-03-03 07:00:00
28702,70,48753.55,2022-03-09 17:00:00
28703,27,30498.24,2022-06-12 07:00:00
28704,58,71894.74,2022-04-14 08:00:00
28705,39,93472.31,2022-04-07 12:00:00
28706,41,102068.38,2021-12-23 14:00:00
28707,12,349817.37,2022-08-20 02:00:00
28708,30,499366.89,2022-07-07 15:00:00
28709,6,445796.78,2022-03-02 13:00:00
28710,138,181256.48,2022-02-12 09:00:00
28711,108,128849.09,2022-06-17 14:00:00
28712,36,667578.82,2022-07-25 17:00:00
28713,156,291437.74,2022-08-03 02:00:00
28714,16,134842.38,2022-04-21 07:00:00
28715,19,20645.57,2022-06-18 13:00:00
28716,15,272460.07,2022-04-23 05:00:00
28717,8,86780.51,2022-11-26 01:00:00
28718,19,461505.6,2022-03-27 20:00:00
28719,82,116492.13,2022-05-04 07:00:00
28720,31,30375.41,2022-03-10 15:00:00
28721,18,599406.92,2022-02-10 13:00:00
28722,72,18989.54,2022-04-12 18:00:00
28723,81,7417.15,2022-05-16 19:00:00
28724,36,98077.72,2022-05-03 11:00:00
28725,372,376770.36,2022-02-10 23:00:00
28726,8,78759.77,2022-10-13 17:00:00
28727,2,43405.86,2022-05-17 07:00:00
28728,17,248287.89,2022-06-09 01:00:00
28729,166,10692.7,2022-09-03 11:00:00
28730,31,23885.72,2022-01-27 15:00:00
28731,68,178354.09,2022-06-24 09:00:00
28732,207,1007502.49,2022-10-28 09:00:00
28733,22,208908.73,2022-06-20 14:00:00
28734,45,201216.36,2022-08-22 18:00:00
28735,106,411901.17,2022-05-05 11:00:00
28736,196,165513.05,2022-04-06 08:00:00
28737,176,587056.4,2022-11-16 16:00:00
28738,242,131641.07,2022-12-04 20:00:00
28739,138,26250.99,2022-06-17 12:00:00
28740,40,9004.05,2022-07-23 21:00:00
28741,164,110682.05,2022-04-19 00:00:00
28742,21,46371.71,2022-07-21 10:00:00
28743,14,307967.96,2022-04-30 22:00:00
28744,318,459512.54,2022-04-23 09:00:00
28745,282,229844.82,2022-05-17 21:00:00
28746,163,101846.12,2022-07-15 07:00:00
28747,111,249496.47,2022-10-21 23:00:00
28748,98,90289.1,2022-03-28 20:00:00
28749,22,180543.31,2022-10-21 19:00:00
28750,51,49927.0,2022-05-19 03:00:00
28751,82,80435.34,2022-06-06 19:00:00
28752,72,426340.6,2022-06-26 20:00:00
28753,253,174274.69,2022-05-23 08:00:00
28754,36,27387.32,2022-04-04 19:00:00
28755,201,620920.37,2022-03-08 14:00:00
28756,127,47346.66,2022-12-02 05:00:00
28757,622,178160.14,2022-10-10 22:00:00
28758,14,30140.47,2022-03-13 02:00:00
28759,43,14194.7,2022-09-11 14:00:00
28760,146,1751579.58,2022-06-29 20:00:00
28761,122,216196.98,2022-01-30 14:00:00
28762,87,98333.74,2022-05-06 01:00:00
28763,364,52387.14,2023-01-03 20:00:00
28764,120,36373.51,2022-03-14 21:00:00
28765,248,594270.04,2022-08-16 11:00:00
28766,270,624741.69,2022-04-21 18:00:00
28767,71,556364.74,2021-12-26 09:00:00
28768,76,561494.67,2022-08-02 17:00:00
28769,75,49268.37,2022-05-12 08:00:00
28770,29,106214.2,2022-06-22 22:00:00
28771,188,147617.69,2022-03-04 15:00:00
28772,96,118654.82,2022-04-15 08:00:00
28773,826,215857.03,2022-01-05 09:00:00
28774,21,89520.15,2022-10-06 02:00:00
28775,14,58842.29,2022-02-25 07:00:00
28776,365,41975.02,2022-07-18 17:00:00
28777,34,17925.86,2022-02-03 09:00:00
28778,3,124296.54,2022-08-24 20:00:00
28779,268,102057.86,2022-06-01 18:00:00
28780,14,77959.25,2022-07-21 17:00:00
28781,2,2406.71,2022-05-12 23:00:00
28782,102,419567.3,2022-10-20 03:00:00
28783,49,194356.32,2022-03-06 03:00:00
28784,73,108097.12,2022-04-03 01:00:00
28785,287,936155.76,2022-10-26 02:00:00
28786,200,476283.0,2022-09-08 17:00:00
28787,4,114662.97,2022-08-19 21:00:00
28788,84,507390.81,2022-01-28 13:00:00
28789,22,36359.25,2022-09-29 21:00:00
28790,117,106636.34,2022-10-30 08:00:00
28791,267,32077.17,2022-01-13 20:00:00
28792,8,226683.91,2022-05-14 04:00:00
28793,74,173773.27,2022-04-25 14:00:00
28794,3,29297.01,2022-05-26 07:00:00
28795,43,152980.8,2022-04-25 23:00:00
28796,30,207749.84,2021-12-30 19:00:00
28797,153,136400.55,2022-04-03 19:00:00
28798,67,68149.65,2022-11-14 01:00:00
28799,104,94218.62,2022-05-17 01:00:00
28800,30,49835.4,2022-04-02 10:00:00
28801,188,648243.95,2022-09-02 08:00:00
28802,30,220562.88,2022-05-05 04:00:00
28803,66,547107.55,2022-01-20 22:00:00
28804,36,10457.34,2022-06-16 09:00:00
28805,60,296482.77,2022-09-18 05:00:00
28806,297,58431.29,2022-01-12 01:00:00
28807,17,77674.19,2022-07-14 03:00:00
28808,70,154213.21,2022-08-25 15:00:00
28809,61,37145.16,2022-11-16 07:00:00
28810,64,117055.31,2022-06-08 07:00:00
28811,76,901085.63,2022-04-26 02:00:00
28812,10,78222.19,2022-06-01 00:00:00
28813,132,214417.09,2022-09-27 11:00:00
28814,37,385354.34,2022-03-06 23:00:00
28815,302,754944.97,2022-09-01 23:00:00
28816,15,79727.27,2022-06-30 10:00:00
28817,4,250065.24,2022-09-14 12:00:00
28818,100,25749.72,2022-10-15 16:00:00
28819,21,114457.1,2022-02-19 09:00:00
28820,20,290683.77,2022-02-28 20:00:00
28821,51,200251.96,2022-04-15 11:00:00
28822,4,36619.25,2022-02-15 02:00:00
28823,1,33396.95,2022-03-10 05:00:00
28824,94,167139.24,2022-04-14 17:00:00
28825,34,123816.48,2022-07-09 08:00:00
28826,90,197058.82,2022-05-22 15:00:00
28827,13,11811.79,2022-02-08 07:00:00
28828,45,117284.13,2022-02-05 10:00:00
28829,234,593008.55,2022-04-19 05:00:00
28830,75,244241.8,2022-06-06 19:00:00
28831,32,573714.08,2022-11-23 15:00:00
28832,47,640482.22,2022-04-21 15:00:00
28833,85,85216.81,2022-01-17 18:00:00
28834,27,4932.88,2022-08-21 20:00:00
28835,20,296317.02,2022-02-05 14:00:00
28836,33,578512.98,2022-07-07 12:00:00
28837,165,11649.88,2022-06-15 22:00:00
28838,47,82805.23,2022-03-14 15:00:00
28839,176,810349.73,2022-12-15 17:00:00
28840,54,205738.01,2022-10-27 01:00:00
28841,136,71973.2,2022-02-02 16:00:00
28842,24,460673.6,2022-02-27 08:00:00
28843,35,22481.31,2022-03-06 16:00:00
28844,65,35861.9,2022-10-20 05:00:00
